Dataset,Trigger,Model,Logical,spec_relation,Control,lexemes,Num Examples,Accuracy_%,accuracy
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,reverse negated implicature_N,,tried - managed,35,0,0
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,opposite,Opposite,ran - sprinted,54,100,1
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,opposite,Opposite,went towards - got to,76,100,1
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,opposite,Opposite,tried - managed,70,100,1
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negated implicature_P,,ran - sprinted,27,0,0
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negated implicature_P,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negated implicature_P,,tried - managed,35,2.857143,0.02857143
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negated implicature_N,,ran - sprinted,27,0,0
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negated implicature_N,,went towards - got to,38,0,0
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negated implicature_N,,tried - managed,35,0,0
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negation,Negation,ran - sprinted,108,100,1
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negation,Negation,went towards - got to,152,100,1
prag_gradable_verb.jsonl,gradable_verbs,Bert-Large,FALSE,negation,Negation,tried - managed,140,100,1
log_modals.jsonl,modals,Bert-Large,TRUE,implicature_PtoN,,can - have to,100,12,0.12
log_modals.jsonl,modals,Bert-Large,TRUE,reverse negated implicature_P,,can - have to,100,30,0.3
log_modals.jsonl,modals,Bert-Large,TRUE,implicature_NtoP,,can - have to,100,3,0.03
log_modals.jsonl,modals,Bert-Large,TRUE,reverse negated implicature_N,,can - have to,100,48,0.48
log_modals.jsonl,modals,Bert-Large,TRUE,opposite,Opposite,can - have to,200,91,0.91
log_modals.jsonl,modals,Bert-Large,TRUE,negated implicature_P,,can - have to,100,37,0.37
log_modals.jsonl,modals,Bert-Large,TRUE,negated implicature_N,,can - have to,100,1,0.01
log_modals.jsonl,modals,Bert-Large,TRUE,negation,Negation,can - have to,400,100,1
prag_modals.jsonl,modals,Bert-Large,FALSE,implicature_PtoN,,can - have to,100,8,0.08
prag_modals.jsonl,modals,Bert-Large,FALSE,reverse negated implicature_P,,can - have to,100,22,0.22
prag_modals.jsonl,modals,Bert-Large,FALSE,implicature_NtoP,,can - have to,100,40,0.4
prag_modals.jsonl,modals,Bert-Large,FALSE,reverse negated implicature_N,,can - have to,100,31,0.31
prag_modals.jsonl,modals,Bert-Large,FALSE,opposite,Opposite,can - have to,200,91,0.91
prag_modals.jsonl,modals,Bert-Large,FALSE,negated implicature_P,,can - have to,100,41,0.41
prag_modals.jsonl,modals,Bert-Large,FALSE,negated implicature_N,,can - have to,100,25,0.25
prag_modals.jsonl,modals,Bert-Large,FALSE,negation,Negation,can - have to,400,100,1
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,implicature_PtoN,,ten - one hundred,100,10,0.1
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,no_impl_NtoP,,ten - one hundred,100,28,0.28
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,no_negimpl_N,,ten - one hundred,100,0,0
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,opposite_1,Opposite,ten - one hundred,100,80,0.8
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,negation_W2,Negation,ten - one hundred,100,98,0.98
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,negation_S2,Negation,ten - one hundred,100,99,0.99
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,negation_S1,Negation,ten - one hundred,100,99,0.99
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,reverse negated implicature_P,,ten - one hundred,100,0,0
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,opposite_2,Opposite,ten - one hundred,100,98,0.98
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,negation_W1,Negation,ten - one hundred,100,100,1
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,negated implicature_P,,ten - one hundred,100,0,0
log_numerals_10_100.jsonl,numerals_10,Bert-Large,TRUE,no_revimpl_N,,ten - one hundred,100,0,0
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,implicature_PtoN,,ten - one hundred,100,46,0.46
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,no_impl_NtoP,,ten - one hundred,100,0,0
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,no_negimpl_N,,ten - one hundred,100,100,1
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,opposite_1,Opposite,ten - one hundred,100,80,0.8
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,negation_W2,Negation,ten - one hundred,100,98,0.98
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,negation_S2,Negation,ten - one hundred,100,99,0.99
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,negation_S1,Negation,ten - one hundred,100,99,0.99
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,reverse negated implicature_P,,ten - one hundred,100,100,1
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,opposite_2,Opposite,ten - one hundred,100,98,0.98
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,negation_W1,Negation,ten - one hundred,100,100,1
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,negated implicature_P,,ten - one hundred,100,100,1
prag_numerals_10_100.jsonl,numerals_10,Bert-Large,FALSE,no_revimpl_N,,ten - one hundred,100,100,1
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,implicature_PtoN,,two - three,100,12,0.12
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,no_impl_NtoP,,two - three,100,64,0.64
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,no_negimpl_N,,two - three,100,4,0.04
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,opposite_1,Opposite,two - three,100,41,0.41
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,negation_W2,Negation,two - three,100,97,0.97
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,negation_S2,Negation,two - three,100,97,0.97
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,negation_S1,Negation,two - three,100,98,0.98
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,reverse negated implicature_P,,two - three,100,0,0
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,opposite_2,Opposite,two - three,100,83,0.83
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,negation_W1,Negation,two - three,100,98,0.98
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,negated implicature_P,,two - three,100,0,0
log_numerals_2_3.jsonl,numerals_2,Bert-Large,TRUE,no_revimpl_N,,two - three,100,0,0
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,implicature_PtoN,,two - three,100,50,0.5
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,no_impl_NtoP,,two - three,100,0,0
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,no_negimpl_N,,two - three,100,94,0.94
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,opposite_1,Opposite,two - three,100,41,0.41
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,negation_W2,Negation,two - three,100,97,0.97
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,negation_S2,Negation,two - three,100,97,0.97
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,negation_S1,Negation,two - three,100,98,0.98
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,reverse negated implicature_P,,two - three,100,100,1
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,opposite_2,Opposite,two - three,100,83,0.83
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,negation_W1,Negation,two - three,100,98,0.98
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,negated implicature_P,,two - three,100,100,1
prag_numerals_2_3.jsonl,numerals_2,Bert-Large,FALSE,no_revimpl_N,,two - three,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,implicature_PtoN,,some - all,100,33,0.33
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,negation_S2,Negation,some - all,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,opposite_1,Opposite,some - all,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,negation_W2,Negation,some - all,100,80,0.8
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,negation_S1,Negation,some - all,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,reverse negated implicature_P,,some - all,100,0,0
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,implicature_NtoP,,some - all,100,65,0.65
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,reverse negated implicature_N,,some - all,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,opposite_2,Opposite,some - all,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,negated implicature_P,,some - all,100,1,0.01
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,negation_W1,Negation,some - all,100,100,1
log_quantifiers.jsonl,quantifiers,Bert-Large,TRUE,negated implicature_N,,some - all,100,15,0.15
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,implicature_PtoN,,some - all,100,67,0.67
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,negation_S2,Negation,some - all,100,100,1
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,opposite_1,Opposite,some - all,100,100,1
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,negation_W2,Negation,some - all,100,80,0.8
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,negation_S1,Negation,some - all,100,100,1
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,reverse negated implicature_P,,some - all,100,76,0.76
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,implicature_NtoP,,some - all,100,34,0.34
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,reverse negated implicature_N,,some - all,100,0,0
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,opposite_2,Opposite,some - all,100,100,1
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,negated implicature_P,,some - all,100,99,0.99
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,negation_W1,Negation,some - all,100,100,1
prag_quantifiers.jsonl,quantifiers,Bert-Large,FALSE,negated implicature_N,,some - all,100,56,0.56
