model,filtered,trigger_type,condition,control,trigger_condition,presupposition_condition,accuracy,entailment,neutral,contradiction,n_examples
BERT,True,possessed_definites_uniqueness,test_negated_positive,False,negated,positive,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_negated_negated,False,negated,negated,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_negated_neutral,False,negated,neutral,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_modal_positive,False,modal,positive,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_modal_negated,False,modal,negated,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_modal_neutral,False,modal,neutral,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_conditional_positive,False,conditional,positive,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_conditional_negated,False,conditional,negated,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,test_conditional_neutral,False,conditional,neutral,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,control_negated,True,negated,,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,control_modal,True,modal,,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,control_interrogative,True,interrogative,,0,0,0,0,0
BERT,True,possessed_definites_uniqueness,control_conditional,True,conditional,,0,0,0,0,0
BERT,False,question_presupposition,test_unembedded_positive,False,unembedded,positive,0.86,0.86,0.14,0,100
BERT,False,question_presupposition,test_unembedded_negated,False,unembedded,negated,0.98,0,0.02,0.98,100
BERT,False,question_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.16,0.12,0.16,0.72,100
BERT,False,question_presupposition,test_negated_positive,False,negated,positive,0.92,0.92,0.08,0,100
BERT,False,question_presupposition,test_negated_negated,False,negated,negated,0.96,0.03,0.01,0.96,100
BERT,False,question_presupposition,test_negated_neutral,False,negated,neutral,0.17,0.13,0.17,0.7,100
BERT,False,question_presupposition,test_interrogative_positive,False,interrogative,positive,0.86,0.86,0.14,0,100
BERT,False,question_presupposition,test_interrogative_negated,False,interrogative,negated,0.99,0,0.01,0.99,100
BERT,False,question_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.17,0.1,0.17,0.73,100
BERT,False,question_presupposition,test_modal_positive,False,modal,positive,0.8,0.8,0.2,0,100
BERT,False,question_presupposition,test_modal_negated,False,modal,negated,0.93,0.01,0.06,0.93,100
BERT,False,question_presupposition,test_modal_neutral,False,modal,neutral,0.16,0.09,0.16,0.75,100
BERT,False,question_presupposition,test_conditional_positive,False,conditional,positive,0.94,0.94,0.06,0,100
BERT,False,question_presupposition,test_conditional_negated,False,conditional,negated,0.99,0,0.01,0.99,100
BERT,False,question_presupposition,test_conditional_neutral,False,conditional,neutral,0.18,0.13,0.18,0.69,100
BERT,False,question_presupposition,control_negated,True,negated,,1,0,0,1,100
BERT,False,question_presupposition,control_modal,True,modal,,0.76,0.2,0.76,0.04,100
BERT,False,question_presupposition,control_interrogative,True,interrogative,,0.83,0.06,0.83,0.11,100
BERT,False,question_presupposition,control_conditional,True,conditional,,0.78,0.18,0.78,0.04,100
BERT,True,question_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,86
BERT,True,question_presupposition,test_unembedded_negated,False,unembedded,negated,1,0,0,1,86
BERT,True,question_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.16279069767441862,0.13953488372093023,0.16279069767441862,0.6976744186046512,86
BERT,True,question_presupposition,test_negated_positive,False,negated,positive,0.9534883720930233,0.9534883720930233,0.046511627906976744,0,86
BERT,True,question_presupposition,test_negated_negated,False,negated,negated,0.9534883720930233,0.03488372093023256,0.011627906976744186,0.9534883720930233,86
BERT,True,question_presupposition,test_negated_neutral,False,negated,neutral,0.16279069767441862,0.13953488372093023,0.16279069767441862,0.6976744186046512,86
BERT,True,question_presupposition,test_interrogative_positive,False,interrogative,positive,0.9333333333333333,0.9333333333333333,0.06666666666666667,0,75
BERT,True,question_presupposition,test_interrogative_negated,False,interrogative,negated,0.9866666666666667,0,0.013333333333333334,0.9866666666666667,75
BERT,True,question_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.17333333333333334,0.10666666666666667,0.17333333333333334,0.72,75
BERT,True,question_presupposition,test_modal_positive,False,modal,positive,0.8970588235294118,0.8970588235294118,0.10294117647058823,0,68
BERT,True,question_presupposition,test_modal_negated,False,modal,negated,0.9852941176470589,0,0.014705882352941176,0.9852941176470589,68
BERT,True,question_presupposition,test_modal_neutral,False,modal,neutral,0.11764705882352941,0.10294117647058823,0.11764705882352941,0.7794117647058824,68
BERT,True,question_presupposition,test_conditional_positive,False,conditional,positive,0.9855072463768116,0.9855072463768116,0.014492753623188406,0,69
BERT,True,question_presupposition,test_conditional_negated,False,conditional,negated,1,0,0,1,69
BERT,True,question_presupposition,test_conditional_neutral,False,conditional,neutral,0.17391304347826086,0.13043478260869565,0.17391304347826086,0.6956521739130435,69
BERT,True,question_presupposition,control_negated,True,negated,,0,0,0,0,0
BERT,True,question_presupposition,control_modal,True,modal,,0,0,0,0,0
BERT,True,question_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
BERT,True,question_presupposition,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,all_n_presupposition,test_unembedded_positive,False,unembedded,positive,0.74,0.74,0.12,0.14,100
BOW,False,all_n_presupposition,test_unembedded_negated,False,unembedded,negated,0.15,0.73,0.12,0.15,100
BOW,False,all_n_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.09,0.77,0.09,0.14,100
BOW,False,all_n_presupposition,test_negated_positive,False,negated,positive,0.76,0.76,0.12,0.12,100
BOW,False,all_n_presupposition,test_negated_negated,False,negated,negated,0.13,0.76,0.11,0.13,100
BOW,False,all_n_presupposition,test_negated_neutral,False,negated,neutral,0.1,0.79,0.1,0.11,100
BOW,False,all_n_presupposition,test_interrogative_positive,False,interrogative,positive,0.74,0.74,0.11,0.15,100
BOW,False,all_n_presupposition,test_interrogative_negated,False,interrogative,negated,0.19,0.66,0.15,0.19,100
BOW,False,all_n_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.13,0.74,0.13,0.13,100
BOW,False,all_n_presupposition,test_modal_positive,False,modal,positive,0.73,0.73,0.08,0.19,100
BOW,False,all_n_presupposition,test_modal_negated,False,modal,negated,0.18,0.7,0.12,0.18,100
BOW,False,all_n_presupposition,test_modal_neutral,False,modal,neutral,0.08,0.76,0.08,0.16,100
BOW,False,all_n_presupposition,test_conditional_positive,False,conditional,positive,0.74,0.74,0.11,0.15,100
BOW,False,all_n_presupposition,test_conditional_negated,False,conditional,negated,0.16,0.7,0.14,0.16,100
BOW,False,all_n_presupposition,test_conditional_neutral,False,conditional,neutral,0.13,0.74,0.13,0.13,100
BOW,False,all_n_presupposition,control_negated,True,negated,,0.3,0.19,0.51,0.3,100
BOW,False,all_n_presupposition,control_modal,True,modal,,0.49,0.15,0.49,0.36,100
BOW,False,all_n_presupposition,control_interrogative,True,interrogative,,0.54,0.12,0.54,0.34,100
BOW,False,all_n_presupposition,control_conditional,True,conditional,,0.53,0.13,0.53,0.34,100
BOW,True,all_n_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,74
BOW,True,all_n_presupposition,test_unembedded_negated,False,unembedded,negated,0.02702702702702703,0.9459459459459459,0.02702702702702703,0.02702702702702703,74
BOW,True,all_n_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.06756756756756757,0.8783783783783784,0.06756756756756757,0.05405405405405406,74
BOW,True,all_n_presupposition,test_negated_positive,False,negated,positive,1,1,0,0,20
BOW,True,all_n_presupposition,test_negated_negated,False,negated,negated,0,0.95,0.05,0,20
BOW,True,all_n_presupposition,test_negated_neutral,False,negated,neutral,0.1,0.85,0.1,0.05,20
BOW,True,all_n_presupposition,test_interrogative_positive,False,interrogative,positive,1,1,0,0,39
BOW,True,all_n_presupposition,test_interrogative_negated,False,interrogative,negated,0.02564102564102564,0.9230769230769231,0.05128205128205128,0.02564102564102564,39
BOW,True,all_n_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.15384615384615385,0.7948717948717948,0.15384615384615385,0.05128205128205128,39
BOW,True,all_n_presupposition,test_modal_positive,False,modal,positive,1,1,0,0,36
BOW,True,all_n_presupposition,test_modal_negated,False,modal,negated,0.027777777777777776,0.9444444444444444,0.027777777777777776,0.027777777777777776,36
BOW,True,all_n_presupposition,test_modal_neutral,False,modal,neutral,0.05555555555555555,0.8333333333333334,0.05555555555555555,0.1111111111111111,36
BOW,True,all_n_presupposition,test_conditional_positive,False,conditional,positive,1,1,0,0,38
BOW,True,all_n_presupposition,test_conditional_negated,False,conditional,negated,0.02631578947368421,0.9210526315789473,0.05263157894736842,0.02631578947368421,38
BOW,True,all_n_presupposition,test_conditional_neutral,False,conditional,neutral,0.15789473684210525,0.7894736842105263,0.15789473684210525,0.05263157894736842,38
BOW,True,all_n_presupposition,control_negated,True,negated,,0,0,0,0,0
BOW,True,all_n_presupposition,control_modal,True,modal,,0,0,0,0,0
BOW,True,all_n_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,all_n_presupposition,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,both_presupposition,test_unembedded_positive,False,unembedded,positive,0.86,0.86,0.03,0.11,100
BOW,False,both_presupposition,test_unembedded_negated,False,unembedded,negated,0.08,0.77,0.15,0.08,100
BOW,False,both_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.06,0.84,0.06,0.1,100
BOW,False,both_presupposition,test_negated_positive,False,negated,positive,0.87,0.87,0.03,0.1,100
BOW,False,both_presupposition,test_negated_negated,False,negated,negated,0.08,0.76,0.16,0.08,100
BOW,False,both_presupposition,test_negated_neutral,False,negated,neutral,0.06,0.85,0.06,0.09,100
BOW,False,both_presupposition,test_interrogative_positive,False,interrogative,positive,0.84,0.84,0.06,0.1,100
BOW,False,both_presupposition,test_interrogative_negated,False,interrogative,negated,0.08,0.76,0.16,0.08,100
BOW,False,both_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.07,0.84,0.07,0.09,100
BOW,False,both_presupposition,test_modal_positive,False,modal,positive,0.85,0.85,0.01,0.14,100
BOW,False,both_presupposition,test_modal_negated,False,modal,negated,0.14,0.72,0.14,0.14,100
BOW,False,both_presupposition,test_modal_neutral,False,modal,neutral,0.03,0.81,0.03,0.16,100
BOW,False,both_presupposition,test_conditional_positive,False,conditional,positive,0.84,0.84,0.05,0.11,100
BOW,False,both_presupposition,test_conditional_negated,False,conditional,negated,0.08,0.75,0.17,0.08,100
BOW,False,both_presupposition,test_conditional_neutral,False,conditional,neutral,0.09,0.81,0.09,0.1,100
BOW,False,both_presupposition,control_negated,True,negated,,0.11,0.63,0.26,0.11,100
BOW,False,both_presupposition,control_modal,True,modal,,0.27,0.59,0.27,0.14,100
BOW,False,both_presupposition,control_interrogative,True,interrogative,,0.3,0.59,0.3,0.11,100
BOW,False,both_presupposition,control_conditional,True,conditional,,0.3,0.58,0.3,0.12,100
BOW,True,both_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,86
BOW,True,both_presupposition,test_unembedded_negated,False,unembedded,negated,0.023255813953488372,0.8488372093023255,0.12790697674418605,0.023255813953488372,86
BOW,True,both_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.03488372093023256,0.9069767441860465,0.03488372093023256,0.05813953488372093,86
BOW,True,both_presupposition,test_negated_positive,False,negated,positive,1,1,0,0,6
BOW,True,both_presupposition,test_negated_negated,False,negated,negated,0,0.6666666666666666,0.3333333333333333,0,6
BOW,True,both_presupposition,test_negated_neutral,False,negated,neutral,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,6
BOW,True,both_presupposition,test_interrogative_positive,False,interrogative,positive,0.88,0.88,0.12,0,25
BOW,True,both_presupposition,test_interrogative_negated,False,interrogative,negated,0.08,0.76,0.16,0.08,25
BOW,True,both_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.08,0.84,0.08,0.08,25
BOW,True,both_presupposition,test_modal_positive,False,modal,positive,1,1,0,0,22
BOW,True,both_presupposition,test_modal_negated,False,modal,negated,0.13636363636363635,0.7272727272727273,0.13636363636363635,0.13636363636363635,22
BOW,True,both_presupposition,test_modal_neutral,False,modal,neutral,0.045454545454545456,0.8636363636363636,0.045454545454545456,0.09090909090909091,22
BOW,True,both_presupposition,test_conditional_positive,False,conditional,positive,0.92,0.92,0.08,0,25
BOW,True,both_presupposition,test_conditional_negated,False,conditional,negated,0.08,0.72,0.2,0.08,25
BOW,True,both_presupposition,test_conditional_neutral,False,conditional,neutral,0.12,0.84,0.12,0.04,25
BOW,True,both_presupposition,control_negated,True,negated,,0,0,0,0,0
BOW,True,both_presupposition,control_modal,True,modal,,0,0,0,0,0
BOW,True,both_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,both_presupposition,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,change_of_state,test_unembedded_positive,False,unembedded,positive,0.65,0.65,0.21,0.14,100
BOW,False,change_of_state,test_unembedded_negated,False,unembedded,negated,0.33,0.51,0.16,0.33,100
BOW,False,change_of_state,test_unembedded_neutral,False,unembedded,neutral,0.23,0.64,0.23,0.13,100
BOW,False,change_of_state,test_negated_positive,False,negated,positive,0.65,0.65,0.23,0.12,100
BOW,False,change_of_state,test_negated_negated,False,negated,negated,0.31,0.52,0.17,0.31,100
BOW,False,change_of_state,test_negated_neutral,False,negated,neutral,0.23,0.67,0.23,0.1,100
BOW,False,change_of_state,test_interrogative_positive,False,interrogative,positive,0.53,0.53,0.29,0.18,100
BOW,False,change_of_state,test_interrogative_negated,False,interrogative,negated,0.39,0.42,0.19,0.39,100
BOW,False,change_of_state,test_interrogative_neutral,False,interrogative,neutral,0.28,0.6,0.28,0.12,100
BOW,False,change_of_state,test_modal_positive,False,modal,positive,0.58,0.58,0.17,0.25,100
BOW,False,change_of_state,test_modal_negated,False,modal,negated,0.47,0.4,0.13,0.47,100
BOW,False,change_of_state,test_modal_neutral,False,modal,neutral,0.22,0.63,0.22,0.15,100
BOW,False,change_of_state,test_conditional_positive,False,conditional,positive,0.58,0.58,0.26,0.16,100
BOW,False,change_of_state,test_conditional_negated,False,conditional,negated,0.37,0.45,0.18,0.37,100
BOW,False,change_of_state,test_conditional_neutral,False,conditional,neutral,0.27,0.59,0.27,0.14,100
BOW,False,change_of_state,control_negated,True,negated,,0.24,0.74,0.02,0.24,100
BOW,False,change_of_state,control_modal,True,modal,,0.01,0.65,0.01,0.34,100
BOW,False,change_of_state,control_interrogative,True,interrogative,,0.05,0.64,0.05,0.31,100
BOW,False,change_of_state,control_conditional,True,conditional,,0.03,0.66,0.03,0.31,100
BOW,True,change_of_state,test_unembedded_positive,False,unembedded,positive,1,1,0,0,65
BOW,True,change_of_state,test_unembedded_negated,False,unembedded,negated,0.24615384615384617,0.7076923076923077,0.046153846153846156,0.24615384615384617,65
BOW,True,change_of_state,test_unembedded_neutral,False,unembedded,neutral,0.16923076923076924,0.7538461538461538,0.16923076923076924,0.07692307692307693,65
BOW,True,change_of_state,test_negated_positive,False,negated,positive,1,1,0,0,15
BOW,True,change_of_state,test_negated_negated,False,negated,negated,0.13333333333333333,0.8,0.06666666666666667,0.13333333333333333,15
BOW,True,change_of_state,test_negated_neutral,False,negated,neutral,0.2,0.7333333333333333,0.2,0.06666666666666667,15
BOW,True,change_of_state,test_interrogative_positive,False,interrogative,positive,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,3
BOW,True,change_of_state,test_interrogative_negated,False,interrogative,negated,0,0.6666666666666666,0.3333333333333333,0,3
BOW,True,change_of_state,test_interrogative_neutral,False,interrogative,neutral,1,0,1,0,3
BOW,True,change_of_state,test_modal_positive,False,modal,positive,1,1,0,0,1
BOW,True,change_of_state,test_modal_negated,False,modal,negated,0,1,0,0,1
BOW,True,change_of_state,test_modal_neutral,False,modal,neutral,1,0,1,0,1
BOW,True,change_of_state,test_conditional_positive,False,conditional,positive,0.5,0.5,0.5,0,2
BOW,True,change_of_state,test_conditional_negated,False,conditional,negated,0,1,0,0,2
BOW,True,change_of_state,test_conditional_neutral,False,conditional,neutral,1,0,1,0,2
BOW,True,change_of_state,control_negated,True,negated,,0,0,0,0,0
BOW,True,change_of_state,control_modal,True,modal,,0,0,0,0,0
BOW,True,change_of_state,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,change_of_state,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,cleft_existence,test_unembedded_positive,False,unembedded,positive,0.9,0.9,0.02,0.08,100
BOW,False,cleft_existence,test_unembedded_negated,False,unembedded,negated,0.99,0.01,0,0.99,100
BOW,False,cleft_existence,test_unembedded_neutral,False,unembedded,neutral,0.05,0.87,0.05,0.08,100
BOW,False,cleft_existence,test_negated_positive,False,negated,positive,0.9,0.9,0.02,0.08,100
BOW,False,cleft_existence,test_negated_negated,False,negated,negated,0.99,0.01,0,0.99,100
BOW,False,cleft_existence,test_negated_neutral,False,negated,neutral,0.06,0.86,0.06,0.08,100
BOW,False,cleft_existence,test_interrogative_positive,False,interrogative,positive,0.85,0.85,0.04,0.11,100
BOW,False,cleft_existence,test_interrogative_negated,False,interrogative,negated,0.99,0.01,0,0.99,100
BOW,False,cleft_existence,test_interrogative_neutral,False,interrogative,neutral,0.09,0.82,0.09,0.09,100
BOW,False,cleft_existence,test_modal_positive,False,modal,positive,0.86,0.86,0.01,0.13,100
BOW,False,cleft_existence,test_modal_negated,False,modal,negated,1,0,0,1,100
BOW,False,cleft_existence,test_modal_neutral,False,modal,neutral,0.04,0.83,0.04,0.13,100
BOW,False,cleft_existence,test_conditional_positive,False,conditional,positive,0.89,0.89,0.03,0.08,100
BOW,False,cleft_existence,test_conditional_negated,False,conditional,negated,0.99,0.01,0,0.99,100
BOW,False,cleft_existence,test_conditional_neutral,False,conditional,neutral,0.06,0.86,0.06,0.08,100
BOW,False,cleft_existence,control_negated,True,negated,,0.15,0.76,0.09,0.15,100
BOW,False,cleft_existence,control_modal,True,modal,,0.07,0.72,0.07,0.21,100
BOW,False,cleft_existence,control_interrogative,True,interrogative,,0.16,0.69,0.16,0.15,100
BOW,False,cleft_existence,control_conditional,True,conditional,,0.12,0.74,0.12,0.14,100
BOW,True,cleft_existence,test_unembedded_positive,False,unembedded,positive,1,1,0,0,90
BOW,True,cleft_existence,test_unembedded_negated,False,unembedded,negated,0.9888888888888889,0.011111111111111112,0,0.9888888888888889,90
BOW,True,cleft_existence,test_unembedded_neutral,False,unembedded,neutral,0.05555555555555555,0.8888888888888888,0.05555555555555555,0.05555555555555555,90
BOW,True,cleft_existence,test_negated_positive,False,negated,positive,1,1,0,0,12
BOW,True,cleft_existence,test_negated_negated,False,negated,negated,1,0,0,1,12
BOW,True,cleft_existence,test_negated_neutral,False,negated,neutral,0,1,0,0,12
BOW,True,cleft_existence,test_interrogative_positive,False,interrogative,positive,0.8666666666666667,0.8666666666666667,0.13333333333333333,0,15
BOW,True,cleft_existence,test_interrogative_negated,False,interrogative,negated,1,0,0,1,15
BOW,True,cleft_existence,test_interrogative_neutral,False,interrogative,neutral,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.06666666666666667,15
BOW,True,cleft_existence,test_modal_positive,False,modal,positive,1,1,0,0,6
BOW,True,cleft_existence,test_modal_negated,False,modal,negated,1,0,0,1,6
BOW,True,cleft_existence,test_modal_neutral,False,modal,neutral,0,1,0,0,6
BOW,True,cleft_existence,test_conditional_positive,False,conditional,positive,0.9090909090909091,0.9090909090909091,0.09090909090909091,0,11
BOW,True,cleft_existence,test_conditional_negated,False,conditional,negated,1,0,0,1,11
BOW,True,cleft_existence,test_conditional_neutral,False,conditional,neutral,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.09090909090909091,11
BOW,True,cleft_existence,control_negated,True,negated,,0,0,0,0,0
BOW,True,cleft_existence,control_modal,True,modal,,0,0,0,0,0
BOW,True,cleft_existence,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,cleft_existence,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,cleft_uniqueness,test_unembedded_positive,False,unembedded,positive,0.95,0.95,0.01,0.04,100
BOW,False,cleft_uniqueness,test_unembedded_negated,False,unembedded,negated,0.14,0.42,0.44,0.14,100
BOW,False,cleft_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.04,0.92,0.04,0.04,100
BOW,False,cleft_uniqueness,test_negated_positive,False,negated,positive,0.95,0.95,0.01,0.04,100
BOW,False,cleft_uniqueness,test_negated_negated,False,negated,negated,0.14,0.42,0.44,0.14,100
BOW,False,cleft_uniqueness,test_negated_neutral,False,negated,neutral,0.04,0.92,0.04,0.04,100
BOW,False,cleft_uniqueness,test_interrogative_positive,False,interrogative,positive,0.92,0.92,0.02,0.06,100
BOW,False,cleft_uniqueness,test_interrogative_negated,False,interrogative,negated,0.12,0.4,0.48,0.12,100
BOW,False,cleft_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0.05,0.9,0.05,0.05,100
BOW,False,cleft_uniqueness,test_modal_positive,False,modal,positive,0.93,0.93,0.01,0.06,100
BOW,False,cleft_uniqueness,test_modal_negated,False,modal,negated,0.19,0.43,0.38,0.19,100
BOW,False,cleft_uniqueness,test_modal_neutral,False,modal,neutral,0.04,0.91,0.04,0.05,100
BOW,False,cleft_uniqueness,test_conditional_positive,False,conditional,positive,0.94,0.94,0.02,0.04,100
BOW,False,cleft_uniqueness,test_conditional_negated,False,conditional,negated,0.14,0.42,0.44,0.14,100
BOW,False,cleft_uniqueness,test_conditional_neutral,False,conditional,neutral,0.04,0.92,0.04,0.04,100
BOW,False,cleft_uniqueness,control_negated,True,negated,,0.13,0.77,0.1,0.13,100
BOW,False,cleft_uniqueness,control_modal,True,modal,,0.06,0.75,0.06,0.19,100
BOW,False,cleft_uniqueness,control_interrogative,True,interrogative,,0.13,0.72,0.13,0.15,100
BOW,False,cleft_uniqueness,control_conditional,True,conditional,,0.1,0.76,0.1,0.14,100
BOW,True,cleft_uniqueness,test_unembedded_positive,False,unembedded,positive,1,1,0,0,95
BOW,True,cleft_uniqueness,test_unembedded_negated,False,unembedded,negated,0.10526315789473684,0.4421052631578947,0.45263157894736844,0.10526315789473684,95
BOW,True,cleft_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.031578947368421054,0.9473684210526315,0.031578947368421054,0.021052631578947368,95
BOW,True,cleft_uniqueness,test_negated_positive,False,negated,positive,1,1,0,0,10
BOW,True,cleft_uniqueness,test_negated_negated,False,negated,negated,0.5,0.3,0.2,0.5,10
BOW,True,cleft_uniqueness,test_negated_neutral,False,negated,neutral,0.1,0.9,0.1,0,10
BOW,True,cleft_uniqueness,test_interrogative_positive,False,interrogative,positive,1,1,0,0,12
BOW,True,cleft_uniqueness,test_interrogative_negated,False,interrogative,negated,0,0.16666666666666666,0.8333333333333334,0,12
BOW,True,cleft_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0,1,0,0,12
BOW,True,cleft_uniqueness,test_modal_positive,False,modal,positive,1,1,0,0,5
BOW,True,cleft_uniqueness,test_modal_negated,False,modal,negated,0,0,1,0,5
BOW,True,cleft_uniqueness,test_modal_neutral,False,modal,neutral,0,1,0,0,5
BOW,True,cleft_uniqueness,test_conditional_positive,False,conditional,positive,1,1,0,0,9
BOW,True,cleft_uniqueness,test_conditional_negated,False,conditional,negated,0,0,1,0,9
BOW,True,cleft_uniqueness,test_conditional_neutral,False,conditional,neutral,0,1,0,0,9
BOW,True,cleft_uniqueness,control_negated,True,negated,,0,0,0,0,0
BOW,True,cleft_uniqueness,control_modal,True,modal,,0,0,0,0,0
BOW,True,cleft_uniqueness,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,cleft_uniqueness,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,only_presupposition,test_unembedded_positive,False,unembedded,positive,0.78,0.78,0.06,0.16,100
BOW,False,only_presupposition,test_unembedded_negated,False,unembedded,negated,0.62,0.36,0.02,0.62,100
BOW,False,only_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.14,0.71,0.14,0.15,100
BOW,False,only_presupposition,test_negated_positive,False,negated,positive,0.82,0.82,0.05,0.13,100
BOW,False,only_presupposition,test_negated_negated,False,negated,negated,0.54,0.44,0.02,0.54,100
BOW,False,only_presupposition,test_negated_neutral,False,negated,neutral,0.15,0.72,0.15,0.13,100
BOW,False,only_presupposition,test_interrogative_positive,False,interrogative,positive,0.7,0.7,0.11,0.19,100
BOW,False,only_presupposition,test_interrogative_negated,False,interrogative,negated,0.61,0.33,0.06,0.61,100
BOW,False,only_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.19,0.62,0.19,0.19,100
BOW,False,only_presupposition,test_modal_positive,False,modal,positive,0.69,0.69,0.06,0.25,100
BOW,False,only_presupposition,test_modal_negated,False,modal,negated,0.68,0.3,0.02,0.68,100
BOW,False,only_presupposition,test_modal_neutral,False,modal,neutral,0.13,0.62,0.13,0.25,100
BOW,False,only_presupposition,test_conditional_positive,False,conditional,positive,0.72,0.72,0.11,0.17,100
BOW,False,only_presupposition,test_conditional_negated,False,conditional,negated,0.61,0.34,0.05,0.61,100
BOW,False,only_presupposition,test_conditional_neutral,False,conditional,neutral,0.16,0.65,0.16,0.19,100
BOW,False,only_presupposition,control_negated,True,negated,,0.66,0.19,0.15,0.66,100
BOW,False,only_presupposition,control_modal,True,modal,,0.1,0.09,0.1,0.81,100
BOW,False,only_presupposition,control_interrogative,True,interrogative,,0.18,0.1,0.18,0.72,100
BOW,False,only_presupposition,control_conditional,True,conditional,,0.14,0.1,0.14,0.76,100
BOW,True,only_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,78
BOW,True,only_presupposition,test_unembedded_negated,False,unembedded,negated,0.5641025641025641,0.4358974358974359,0,0.5641025641025641,78
BOW,True,only_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.1282051282051282,0.782051282051282,0.1282051282051282,0.08974358974358974,78
BOW,True,only_presupposition,test_negated_positive,False,negated,positive,1,1,0,0,48
BOW,True,only_presupposition,test_negated_negated,False,negated,negated,0.5625,0.4375,0,0.5625,48
BOW,True,only_presupposition,test_negated_neutral,False,negated,neutral,0.10416666666666667,0.7708333333333334,0.10416666666666667,0.125,48
BOW,True,only_presupposition,test_interrogative_positive,False,interrogative,positive,0.8571428571428571,0.8571428571428571,0.14285714285714285,0,14
BOW,True,only_presupposition,test_interrogative_negated,False,interrogative,negated,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2857142857142857,14
BOW,True,only_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.2857142857142857,0.7142857142857143,0.2857142857142857,0,14
BOW,True,only_presupposition,test_modal_positive,False,modal,positive,1,1,0,0,7
BOW,True,only_presupposition,test_modal_negated,False,modal,negated,0.2857142857142857,0.7142857142857143,0,0.2857142857142857,7
BOW,True,only_presupposition,test_modal_neutral,False,modal,neutral,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.14285714285714285,7
BOW,True,only_presupposition,test_conditional_positive,False,conditional,positive,0.9090909090909091,0.9090909090909091,0.09090909090909091,0,11
BOW,True,only_presupposition,test_conditional_negated,False,conditional,negated,0.2727272727272727,0.7272727272727273,0,0.2727272727272727,11
BOW,True,only_presupposition,test_conditional_neutral,False,conditional,neutral,0.2727272727272727,0.7272727272727273,0.2727272727272727,0,11
BOW,True,only_presupposition,control_negated,True,negated,,0,0,0,0,0
BOW,True,only_presupposition,control_modal,True,modal,,0,0,0,0,0
