model,filtered,trigger_type,condition,control,trigger_condition,presupposition_condition,accuracy,entailment,neutral,contradiction,n_examples
BOW,True,only_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,only_presupposition,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,possessed_definites_existence,test_unembedded_positive,False,unembedded,positive,0.78,0.78,0.01,0.21,100
BOW,False,possessed_definites_existence,test_unembedded_negated,False,unembedded,negated,0.89,0.1,0.01,0.89,100
BOW,False,possessed_definites_existence,test_unembedded_neutral,False,unembedded,neutral,0,0.87,0,0.13,100
BOW,False,possessed_definites_existence,test_negated_positive,False,negated,positive,0.85,0.85,0.01,0.14,100
BOW,False,possessed_definites_existence,test_negated_negated,False,negated,negated,0.84,0.14,0.02,0.84,100
BOW,False,possessed_definites_existence,test_negated_neutral,False,negated,neutral,0,0.89,0,0.11,100
BOW,False,possessed_definites_existence,test_interrogative_positive,False,interrogative,positive,0.74,0.74,0.01,0.25,100
BOW,False,possessed_definites_existence,test_interrogative_negated,False,interrogative,negated,0.92,0.06,0.02,0.92,100
BOW,False,possessed_definites_existence,test_interrogative_neutral,False,interrogative,neutral,0.01,0.81,0.01,0.18,100
BOW,False,possessed_definites_existence,test_modal_positive,False,modal,positive,0.69,0.69,0.01,0.3,100
BOW,False,possessed_definites_existence,test_modal_negated,False,modal,negated,0.95,0.04,0.01,0.95,100
BOW,False,possessed_definites_existence,test_modal_neutral,False,modal,neutral,0,0.73,0,0.27,100
BOW,False,possessed_definites_existence,test_conditional_positive,False,conditional,positive,0.75,0.75,0.01,0.24,100
BOW,False,possessed_definites_existence,test_conditional_negated,False,conditional,negated,0.9,0.08,0.02,0.9,100
BOW,False,possessed_definites_existence,test_conditional_neutral,False,conditional,neutral,0.01,0.84,0.01,0.15,100
BOW,False,possessed_definites_existence,control_negated,True,negated,,0.5,0.43,0.07,0.5,100
BOW,False,possessed_definites_existence,control_modal,True,modal,,0.06,0.2,0.06,0.74,100
BOW,False,possessed_definites_existence,control_interrogative,True,interrogative,,0.09,0.26,0.09,0.65,100
BOW,False,possessed_definites_existence,control_conditional,True,conditional,,0.09,0.3,0.09,0.61,100
BOW,True,possessed_definites_existence,test_unembedded_positive,False,unembedded,positive,1,1,0,0,78
BOW,True,possessed_definites_existence,test_unembedded_negated,False,unembedded,negated,0.8589743589743589,0.1282051282051282,0.01282051282051282,0.8589743589743589,78
BOW,True,possessed_definites_existence,test_unembedded_neutral,False,unembedded,neutral,0,0.9102564102564102,0,0.08974358974358974,78
BOW,True,possessed_definites_existence,test_negated_positive,False,negated,positive,1,1,0,0,37
BOW,True,possessed_definites_existence,test_negated_negated,False,negated,negated,0.7297297297297297,0.24324324324324326,0.02702702702702703,0.7297297297297297,37
BOW,True,possessed_definites_existence,test_negated_neutral,False,negated,neutral,0,0.9459459459459459,0,0.05405405405405406,37
BOW,True,possessed_definites_existence,test_interrogative_positive,False,interrogative,positive,0.875,0.875,0,0.125,8
BOW,True,possessed_definites_existence,test_interrogative_negated,False,interrogative,negated,1,0,0,1,8
BOW,True,possessed_definites_existence,test_interrogative_neutral,False,interrogative,neutral,0.125,0.75,0.125,0.125,8
BOW,True,possessed_definites_existence,test_modal_positive,False,modal,positive,1,1,0,0,5
BOW,True,possessed_definites_existence,test_modal_negated,False,modal,negated,1,0,0,1,5
BOW,True,possessed_definites_existence,test_modal_neutral,False,modal,neutral,0,0.8,0,0.2,5
BOW,True,possessed_definites_existence,test_conditional_positive,False,conditional,positive,0.875,0.875,0,0.125,8
BOW,True,possessed_definites_existence,test_conditional_negated,False,conditional,negated,1,0,0,1,8
BOW,True,possessed_definites_existence,test_conditional_neutral,False,conditional,neutral,0.125,0.75,0.125,0.125,8
BOW,True,possessed_definites_existence,control_negated,True,negated,,0,0,0,0,0
BOW,True,possessed_definites_existence,control_modal,True,modal,,0,0,0,0,0
BOW,True,possessed_definites_existence,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,possessed_definites_existence,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,possessed_definites_uniqueness,test_unembedded_positive,False,unembedded,positive,0.66,0.66,0.16,0.18,100
BOW,False,possessed_definites_uniqueness,test_unembedded_negated,False,unembedded,negated,0.72,0.18,0.1,0.72,100
BOW,False,possessed_definites_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.16,0.64,0.16,0.2,100
BOW,False,possessed_definites_uniqueness,test_negated_positive,False,negated,positive,0.71,0.71,0.16,0.13,100
BOW,False,possessed_definites_uniqueness,test_negated_negated,False,negated,negated,0.63,0.28,0.09,0.63,100
BOW,False,possessed_definites_uniqueness,test_negated_neutral,False,negated,neutral,0.15,0.68,0.15,0.17,100
BOW,False,possessed_definites_uniqueness,test_interrogative_positive,False,interrogative,positive,0.62,0.62,0.17,0.21,100
BOW,False,possessed_definites_uniqueness,test_interrogative_negated,False,interrogative,negated,0.8,0.11,0.09,0.8,100
BOW,False,possessed_definites_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0.19,0.56,0.19,0.25,100
BOW,False,possessed_definites_uniqueness,test_modal_positive,False,modal,positive,0.64,0.64,0.11,0.25,100
BOW,False,possessed_definites_uniqueness,test_modal_negated,False,modal,negated,0.87,0.08,0.05,0.87,100
BOW,False,possessed_definites_uniqueness,test_modal_neutral,False,modal,neutral,0.13,0.59,0.13,0.28,100
BOW,False,possessed_definites_uniqueness,test_conditional_positive,False,conditional,positive,0.63,0.63,0.16,0.21,100
BOW,False,possessed_definites_uniqueness,test_conditional_negated,False,conditional,negated,0.74,0.14,0.12,0.74,100
BOW,False,possessed_definites_uniqueness,test_conditional_neutral,False,conditional,neutral,0.19,0.58,0.19,0.23,100
BOW,False,possessed_definites_uniqueness,control_negated,True,negated,,0.33,0.44,0.23,0.33,100
BOW,False,possessed_definites_uniqueness,control_modal,True,modal,,0.17,0.34,0.17,0.49,100
BOW,False,possessed_definites_uniqueness,control_interrogative,True,interrogative,,0.26,0.35,0.26,0.39,100
BOW,False,possessed_definites_uniqueness,control_conditional,True,conditional,,0.25,0.36,0.25,0.39,100
BOW,True,possessed_definites_uniqueness,test_unembedded_positive,False,unembedded,positive,1,1,0,0,66
BOW,True,possessed_definites_uniqueness,test_unembedded_negated,False,unembedded,negated,0.696969696969697,0.2727272727272727,0.030303030303030304,0.696969696969697,66
BOW,True,possessed_definites_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.06060606060606061,0.8636363636363636,0.06060606060606061,0.07575757575757576,66
BOW,True,possessed_definites_uniqueness,test_negated_positive,False,negated,positive,1,1,0,0,17
BOW,True,possessed_definites_uniqueness,test_negated_negated,False,negated,negated,0.7058823529411765,0.29411764705882354,0,0.7058823529411765,17
BOW,True,possessed_definites_uniqueness,test_negated_neutral,False,negated,neutral,0.058823529411764705,0.8823529411764706,0.058823529411764705,0.058823529411764705,17
BOW,True,possessed_definites_uniqueness,test_interrogative_positive,False,interrogative,positive,0.9230769230769231,0.9230769230769231,0.07692307692307693,0,13
BOW,True,possessed_definites_uniqueness,test_interrogative_negated,False,interrogative,negated,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.5384615384615384,13
BOW,True,possessed_definites_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0.23076923076923078,0.6923076923076923,0.23076923076923078,0.07692307692307693,13
BOW,True,possessed_definites_uniqueness,test_modal_positive,False,modal,positive,1,1,0,0,7
BOW,True,possessed_definites_uniqueness,test_modal_negated,False,modal,negated,0.8571428571428571,0.14285714285714285,0,0.8571428571428571,7
BOW,True,possessed_definites_uniqueness,test_modal_neutral,False,modal,neutral,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.14285714285714285,7
BOW,True,possessed_definites_uniqueness,test_conditional_positive,False,conditional,positive,1,1,0,0,12
BOW,True,possessed_definites_uniqueness,test_conditional_negated,False,conditional,negated,0.5,0.3333333333333333,0.16666666666666666,0.5,12
BOW,True,possessed_definites_uniqueness,test_conditional_neutral,False,conditional,neutral,0.25,0.6666666666666666,0.25,0.08333333333333333,12
BOW,True,possessed_definites_uniqueness,control_negated,True,negated,,0,0,0,0,0
BOW,True,possessed_definites_uniqueness,control_modal,True,modal,,0,0,0,0,0
BOW,True,possessed_definites_uniqueness,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,possessed_definites_uniqueness,control_conditional,True,conditional,,0,0,0,0,0
BOW,False,question_presupposition,test_unembedded_positive,False,unembedded,positive,0.56,0.56,0.11,0.33,100
BOW,False,question_presupposition,test_unembedded_negated,False,unembedded,negated,0.76,0.22,0.02,0.76,100
BOW,False,question_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.09,0.57,0.09,0.34,100
BOW,False,question_presupposition,test_negated_positive,False,negated,positive,0.6,0.6,0.13,0.27,100
BOW,False,question_presupposition,test_negated_negated,False,negated,negated,0.73,0.25,0.02,0.73,100
BOW,False,question_presupposition,test_negated_neutral,False,negated,neutral,0.12,0.6,0.12,0.28,100
BOW,False,question_presupposition,test_interrogative_positive,False,interrogative,positive,0.5,0.5,0.15,0.35,100
BOW,False,question_presupposition,test_interrogative_negated,False,interrogative,negated,0.73,0.21,0.06,0.73,100
BOW,False,question_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.17,0.49,0.17,0.34,100
BOW,False,question_presupposition,test_modal_positive,False,modal,positive,0.52,0.52,0.09,0.39,100
BOW,False,question_presupposition,test_modal_negated,False,modal,negated,0.81,0.17,0.02,0.81,100
BOW,False,question_presupposition,test_modal_neutral,False,modal,neutral,0.08,0.5,0.08,0.42,100
BOW,False,question_presupposition,test_conditional_positive,False,conditional,positive,0.53,0.53,0.13,0.34,100
BOW,False,question_presupposition,test_conditional_negated,False,conditional,negated,0.77,0.18,0.05,0.77,100
BOW,False,question_presupposition,test_conditional_neutral,False,conditional,neutral,0.16,0.52,0.16,0.32,100
BOW,False,question_presupposition,control_negated,True,negated,,0.08,0.52,0.4,0.08,100
BOW,False,question_presupposition,control_modal,True,modal,,0.34,0.46,0.34,0.2,100
BOW,False,question_presupposition,control_interrogative,True,interrogative,,0.46,0.42,0.46,0.12,100
BOW,False,question_presupposition,control_conditional,True,conditional,,0.43,0.45,0.43,0.12,100
BOW,True,question_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,56
BOW,True,question_presupposition,test_unembedded_negated,False,unembedded,negated,0.7321428571428571,0.26785714285714285,0,0.7321428571428571,56
BOW,True,question_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.07142857142857142,0.6785714285714286,0.07142857142857142,0.25,56
BOW,True,question_presupposition,test_negated_positive,False,negated,positive,1,1,0,0,2
BOW,True,question_presupposition,test_negated_negated,False,negated,negated,1,0,0,1,2
BOW,True,question_presupposition,test_negated_neutral,False,negated,neutral,0,1,0,0,2
BOW,True,question_presupposition,test_interrogative_positive,False,interrogative,positive,0.92,0.92,0.08,0,25
BOW,True,question_presupposition,test_interrogative_negated,False,interrogative,negated,0.72,0.16,0.12,0.72,25
BOW,True,question_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.2,0.52,0.2,0.28,25
BOW,True,question_presupposition,test_modal_positive,False,modal,positive,0.9411764705882353,0.9411764705882353,0,0.058823529411764705,17
BOW,True,question_presupposition,test_modal_negated,False,modal,negated,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8235294117647058,17
BOW,True,question_presupposition,test_modal_neutral,False,modal,neutral,0.058823529411764705,0.5294117647058824,0.058823529411764705,0.4117647058823529,17
BOW,True,question_presupposition,test_conditional_positive,False,conditional,positive,0.9130434782608695,0.9130434782608695,0.043478260869565216,0.043478260869565216,23
BOW,True,question_presupposition,test_conditional_negated,False,conditional,negated,0.782608695652174,0.13043478260869565,0.08695652173913043,0.782608695652174,23
BOW,True,question_presupposition,test_conditional_neutral,False,conditional,neutral,0.17391304347826086,0.6086956521739131,0.17391304347826086,0.21739130434782608,23
BOW,True,question_presupposition,control_negated,True,negated,,0,0,0,0,0
BOW,True,question_presupposition,control_modal,True,modal,,0,0,0,0,0
BOW,True,question_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
BOW,True,question_presupposition,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,all_n_presupposition,test_unembedded_positive,False,unembedded,positive,0.67,0.67,0,0.33,100
InferSent,False,all_n_presupposition,test_unembedded_negated,False,unembedded,negated,0.29,0.7,0.01,0.29,100
InferSent,False,all_n_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.04,0.57,0.04,0.39,100
InferSent,False,all_n_presupposition,test_negated_positive,False,negated,positive,0.41,0.41,0,0.59,100
InferSent,False,all_n_presupposition,test_negated_negated,False,negated,negated,0.42,0.57,0.01,0.42,100
InferSent,False,all_n_presupposition,test_negated_neutral,False,negated,neutral,0.04,0.32,0.04,0.64,100
InferSent,False,all_n_presupposition,test_interrogative_positive,False,interrogative,positive,0.5,0.5,0,0.5,100
InferSent,False,all_n_presupposition,test_interrogative_negated,False,interrogative,negated,0.44,0.53,0.03,0.44,100
InferSent,False,all_n_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.02,0.39,0.02,0.59,100
InferSent,False,all_n_presupposition,test_modal_positive,False,modal,positive,0.6,0.6,0.01,0.39,100
InferSent,False,all_n_presupposition,test_modal_negated,False,modal,negated,0.32,0.65,0.03,0.32,100
InferSent,False,all_n_presupposition,test_modal_neutral,False,modal,neutral,0.03,0.45,0.03,0.52,100
InferSent,False,all_n_presupposition,test_conditional_positive,False,conditional,positive,0.64,0.64,0,0.36,100
InferSent,False,all_n_presupposition,test_conditional_negated,False,conditional,negated,0.45,0.54,0.01,0.45,100
InferSent,False,all_n_presupposition,test_conditional_neutral,False,conditional,neutral,0.03,0.47,0.03,0.5,100
InferSent,False,all_n_presupposition,control_negated,True,negated,,0.38,0.62,0,0.38,100
InferSent,False,all_n_presupposition,control_modal,True,modal,,0,1,0,0,100
InferSent,False,all_n_presupposition,control_interrogative,True,interrogative,,0,1,0,0,100
InferSent,False,all_n_presupposition,control_conditional,True,conditional,,0,0.97,0,0.03,100
InferSent,True,all_n_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,67
InferSent,True,all_n_presupposition,test_unembedded_negated,False,unembedded,negated,0.11940298507462686,0.8805970149253731,0,0.11940298507462686,67
InferSent,True,all_n_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.029850746268656716,0.8208955223880597,0.029850746268656716,0.14925373134328357,67
InferSent,True,all_n_presupposition,test_negated_positive,False,negated,positive,0.09090909090909091,0.09090909090909091,0,0.9090909090909091,22
InferSent,True,all_n_presupposition,test_negated_negated,False,negated,negated,0.4090909090909091,0.5909090909090909,0,0.4090909090909091,22
InferSent,True,all_n_presupposition,test_negated_neutral,False,negated,neutral,0,0.09090909090909091,0,0.9090909090909091,22
InferSent,True,all_n_presupposition,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
InferSent,True,all_n_presupposition,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
InferSent,True,all_n_presupposition,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
InferSent,True,all_n_presupposition,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,all_n_presupposition,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,all_n_presupposition,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,all_n_presupposition,test_conditional_positive,False,conditional,positive,0,0,0,0,0
InferSent,True,all_n_presupposition,test_conditional_negated,False,conditional,negated,0,0,0,0,0
InferSent,True,all_n_presupposition,test_conditional_neutral,False,conditional,neutral,0,0,0,0,0
InferSent,True,all_n_presupposition,control_negated,True,negated,,0,0,0,0,0
InferSent,True,all_n_presupposition,control_modal,True,modal,,0,0,0,0,0
InferSent,True,all_n_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,all_n_presupposition,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,both_presupposition,test_unembedded_positive,False,unembedded,positive,0.55,0.55,0.04,0.41,100
InferSent,False,both_presupposition,test_unembedded_negated,False,unembedded,negated,0.42,0.38,0.2,0.42,100
InferSent,False,both_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.22,0.25,0.22,0.53,100
InferSent,False,both_presupposition,test_negated_positive,False,negated,positive,0.41,0.41,0.03,0.56,100
InferSent,False,both_presupposition,test_negated_negated,False,negated,negated,0.6,0.27,0.13,0.6,100
InferSent,False,both_presupposition,test_negated_neutral,False,negated,neutral,0.12,0.2,0.12,0.68,100
InferSent,False,both_presupposition,test_interrogative_positive,False,interrogative,positive,0.41,0.41,0.02,0.57,100
InferSent,False,both_presupposition,test_interrogative_negated,False,interrogative,negated,0.5,0.33,0.17,0.5,100
InferSent,False,both_presupposition,test_interrogative_neutral,False,interrogative,neutral,0.15,0.18,0.15,0.67,100
InferSent,False,both_presupposition,test_modal_positive,False,modal,positive,0.25,0.25,0.11,0.64,100
InferSent,False,both_presupposition,test_modal_negated,False,modal,negated,0.48,0.22,0.3,0.48,100
InferSent,False,both_presupposition,test_modal_neutral,False,modal,neutral,0.34,0.14,0.34,0.52,100
InferSent,False,both_presupposition,test_conditional_positive,False,conditional,positive,0.49,0.49,0.03,0.48,100
InferSent,False,both_presupposition,test_conditional_negated,False,conditional,negated,0.52,0.18,0.3,0.52,100
InferSent,False,both_presupposition,test_conditional_neutral,False,conditional,neutral,0.34,0.23,0.34,0.43,100
InferSent,False,both_presupposition,control_negated,True,negated,,0.21,0.79,0,0.21,100
InferSent,False,both_presupposition,control_modal,True,modal,,0,1,0,0,100
InferSent,False,both_presupposition,control_interrogative,True,interrogative,,0,0.98,0,0.02,100
InferSent,False,both_presupposition,control_conditional,True,conditional,,0,0.96,0,0.04,100
InferSent,True,both_presupposition,test_unembedded_positive,False,unembedded,positive,1,1,0,0,55
InferSent,True,both_presupposition,test_unembedded_negated,False,unembedded,negated,0.2545454545454545,0.5636363636363636,0.18181818181818182,0.2545454545454545,55
InferSent,True,both_presupposition,test_unembedded_neutral,False,unembedded,neutral,0.2,0.45454545454545453,0.2,0.34545454545454546,55
InferSent,True,both_presupposition,test_negated_positive,False,negated,positive,0,0,0,1,6
InferSent,True,both_presupposition,test_negated_negated,False,negated,negated,1,0,0,1,6
InferSent,True,both_presupposition,test_negated_neutral,False,negated,neutral,0,0,0,1,6
InferSent,True,both_presupposition,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
InferSent,True,both_presupposition,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
InferSent,True,both_presupposition,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
InferSent,True,both_presupposition,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,both_presupposition,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,both_presupposition,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,both_presupposition,test_conditional_positive,False,conditional,positive,0,0,0,0,0
InferSent,True,both_presupposition,test_conditional_negated,False,conditional,negated,0,0,0,0,0
InferSent,True,both_presupposition,test_conditional_neutral,False,conditional,neutral,0,0,0,0,0
InferSent,True,both_presupposition,control_negated,True,negated,,0,0,0,0,0
InferSent,True,both_presupposition,control_modal,True,modal,,0,0,0,0,0
InferSent,True,both_presupposition,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,both_presupposition,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,change_of_state,test_unembedded_positive,False,unembedded,positive,0.55,0.55,0.1,0.35,100
InferSent,False,change_of_state,test_unembedded_negated,False,unembedded,negated,0.65,0.31,0.04,0.65,100
InferSent,False,change_of_state,test_unembedded_neutral,False,unembedded,neutral,0.21,0.34,0.21,0.45,100
InferSent,False,change_of_state,test_negated_positive,False,negated,positive,0.42,0.42,0.14,0.44,100
InferSent,False,change_of_state,test_negated_negated,False,negated,negated,0.62,0.32,0.06,0.62,100
InferSent,False,change_of_state,test_negated_neutral,False,negated,neutral,0.25,0.29,0.25,0.46,100
InferSent,False,change_of_state,test_interrogative_positive,False,interrogative,positive,0.53,0.53,0.12,0.35,100
InferSent,False,change_of_state,test_interrogative_negated,False,interrogative,negated,0.63,0.27,0.1,0.63,100
InferSent,False,change_of_state,test_interrogative_neutral,False,interrogative,neutral,0.26,0.29,0.26,0.45,100
InferSent,False,change_of_state,test_modal_positive,False,modal,positive,0.36,0.36,0.1,0.54,100
InferSent,False,change_of_state,test_modal_negated,False,modal,negated,0.83,0.13,0.04,0.83,100
InferSent,False,change_of_state,test_modal_neutral,False,modal,neutral,0.21,0.23,0.21,0.56,100
InferSent,False,change_of_state,test_conditional_positive,False,conditional,positive,0.37,0.37,0.2,0.43,100
InferSent,False,change_of_state,test_conditional_negated,False,conditional,negated,0.63,0.3,0.07,0.63,100
InferSent,False,change_of_state,test_conditional_neutral,False,conditional,neutral,0.32,0.27,0.32,0.41,100
InferSent,False,change_of_state,control_negated,True,negated,,0.42,0.58,0,0.42,100
InferSent,False,change_of_state,control_modal,True,modal,,0,0.88,0,0.12,100
InferSent,False,change_of_state,control_interrogative,True,interrogative,,0,0.91,0,0.09,100
InferSent,False,change_of_state,control_conditional,True,conditional,,0.04,0.71,0.04,0.25,100
InferSent,True,change_of_state,test_unembedded_positive,False,unembedded,positive,1,1,0,0,55
InferSent,True,change_of_state,test_unembedded_negated,False,unembedded,negated,0.4909090909090909,0.4727272727272727,0.03636363636363636,0.4909090909090909,55
InferSent,True,change_of_state,test_unembedded_neutral,False,unembedded,neutral,0.18181818181818182,0.6181818181818182,0.18181818181818182,0.2,55
InferSent,True,change_of_state,test_negated_positive,False,negated,positive,0.21739130434782608,0.21739130434782608,0.08695652173913043,0.6956521739130435,23
InferSent,True,change_of_state,test_negated_negated,False,negated,negated,0.5652173913043478,0.391304347826087,0.043478260869565216,0.5652173913043478,23
InferSent,True,change_of_state,test_negated_neutral,False,negated,neutral,0.21739130434782608,0.08695652173913043,0.21739130434782608,0.6956521739130435,23
InferSent,True,change_of_state,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
InferSent,True,change_of_state,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
InferSent,True,change_of_state,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
InferSent,True,change_of_state,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,change_of_state,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,change_of_state,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,change_of_state,test_conditional_positive,False,conditional,positive,0,0,1,0,1
InferSent,True,change_of_state,test_conditional_negated,False,conditional,negated,1,0,0,1,1
InferSent,True,change_of_state,test_conditional_neutral,False,conditional,neutral,1,0,1,0,1
InferSent,True,change_of_state,control_negated,True,negated,,0,0,0,0,0
InferSent,True,change_of_state,control_modal,True,modal,,0,0,0,0,0
InferSent,True,change_of_state,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,change_of_state,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,cleft_existence,test_unembedded_positive,False,unembedded,positive,0.96,0.96,0.04,0,100
InferSent,False,cleft_existence,test_unembedded_negated,False,unembedded,negated,0.99,0.01,0,0.99,100
InferSent,False,cleft_existence,test_unembedded_neutral,False,unembedded,neutral,0.22,0.67,0.22,0.11,100
InferSent,False,cleft_existence,test_negated_positive,False,negated,positive,0.95,0.95,0.05,0,100
InferSent,False,cleft_existence,test_negated_negated,False,negated,negated,1,0,0,1,100
InferSent,False,cleft_existence,test_negated_neutral,False,negated,neutral,0.19,0.7,0.19,0.11,100
InferSent,False,cleft_existence,test_interrogative_positive,False,interrogative,positive,0.92,0.92,0.06,0.02,100
InferSent,False,cleft_existence,test_interrogative_negated,False,interrogative,negated,1,0,0,1,100
InferSent,False,cleft_existence,test_interrogative_neutral,False,interrogative,neutral,0.2,0.68,0.2,0.12,100
InferSent,False,cleft_existence,test_modal_positive,False,modal,positive,0.96,0.96,0.03,0.01,100
InferSent,False,cleft_existence,test_modal_negated,False,modal,negated,1,0,0,1,100
InferSent,False,cleft_existence,test_modal_neutral,False,modal,neutral,0.14,0.72,0.14,0.14,100
InferSent,False,cleft_existence,test_conditional_positive,False,conditional,positive,0.85,0.85,0.06,0.09,100
InferSent,False,cleft_existence,test_conditional_negated,False,conditional,negated,1,0,0,1,100
InferSent,False,cleft_existence,test_conditional_neutral,False,conditional,neutral,0.15,0.6,0.15,0.25,100
InferSent,False,cleft_existence,control_negated,True,negated,,0,1,0,0,100
InferSent,False,cleft_existence,control_modal,True,modal,,0,1,0,0,100
InferSent,False,cleft_existence,control_interrogative,True,interrogative,,0,1,0,0,100
InferSent,False,cleft_existence,control_conditional,True,conditional,,0,1,0,0,100
InferSent,True,cleft_existence,test_unembedded_positive,False,unembedded,positive,1,1,0,0,96
InferSent,True,cleft_existence,test_unembedded_negated,False,unembedded,negated,0.9895833333333334,0.010416666666666666,0,0.9895833333333334,96
InferSent,True,cleft_existence,test_unembedded_neutral,False,unembedded,neutral,0.1875,0.6979166666666666,0.1875,0.11458333333333333,96
InferSent,True,cleft_existence,test_negated_positive,False,negated,positive,0,0,0,0,0
InferSent,True,cleft_existence,test_negated_negated,False,negated,negated,0,0,0,0,0
InferSent,True,cleft_existence,test_negated_neutral,False,negated,neutral,0,0,0,0,0
InferSent,True,cleft_existence,test_interrogative_positive,False,interrogative,positive,0,0,0,0,0
InferSent,True,cleft_existence,test_interrogative_negated,False,interrogative,negated,0,0,0,0,0
InferSent,True,cleft_existence,test_interrogative_neutral,False,interrogative,neutral,0,0,0,0,0
InferSent,True,cleft_existence,test_modal_positive,False,modal,positive,0,0,0,0,0
InferSent,True,cleft_existence,test_modal_negated,False,modal,negated,0,0,0,0,0
InferSent,True,cleft_existence,test_modal_neutral,False,modal,neutral,0,0,0,0,0
InferSent,True,cleft_existence,test_conditional_positive,False,conditional,positive,0,0,0,0,0
InferSent,True,cleft_existence,test_conditional_negated,False,conditional,negated,0,0,0,0,0
InferSent,True,cleft_existence,test_conditional_neutral,False,conditional,neutral,0,0,0,0,0
InferSent,True,cleft_existence,control_negated,True,negated,,0,0,0,0,0
InferSent,True,cleft_existence,control_modal,True,modal,,0,0,0,0,0
InferSent,True,cleft_existence,control_interrogative,True,interrogative,,0,0,0,0,0
InferSent,True,cleft_existence,control_conditional,True,conditional,,0,0,0,0,0
InferSent,False,cleft_uniqueness,test_unembedded_positive,False,unembedded,positive,0.99,0.99,0,0.01,100
InferSent,False,cleft_uniqueness,test_unembedded_negated,False,unembedded,negated,0,1,0,0,100
InferSent,False,cleft_uniqueness,test_unembedded_neutral,False,unembedded,neutral,0.16,0.6,0.16,0.24,100
InferSent,False,cleft_uniqueness,test_negated_positive,False,negated,positive,1,1,0,0,100
InferSent,False,cleft_uniqueness,test_negated_negated,False,negated,negated,0,1,0,0,100
InferSent,False,cleft_uniqueness,test_negated_neutral,False,negated,neutral,0.16,0.62,0.16,0.22,100
InferSent,False,cleft_uniqueness,test_interrogative_positive,False,interrogative,positive,0.88,0.88,0.01,0.11,100
InferSent,False,cleft_uniqueness,test_interrogative_negated,False,interrogative,negated,0,0.99,0.01,0,100
InferSent,False,cleft_uniqueness,test_interrogative_neutral,False,interrogative,neutral,0.16,0.43,0.16,0.41,100
InferSent,False,cleft_uniqueness,test_modal_positive,False,modal,positive,0.87,0.87,0,0.13,100
InferSent,False,cleft_uniqueness,test_modal_negated,False,modal,negated,0,1,0,0,100
InferSent,False,cleft_uniqueness,test_modal_neutral,False,modal,neutral,0.13,0.37,0.13,0.5,100
InferSent,False,cleft_uniqueness,test_conditional_positive,False,conditional,positive,0.91,0.91,0.03,0.06,100
InferSent,False,cleft_uniqueness,test_conditional_negated,False,conditional,negated,0,0.98,0.02,0,100
